dpr_id,project_title,department,region,duration,estimated_cost,fund_allocation,contingency,start_date,end_date,num_employees,state,district,risk_zone,guidelines_followed,risk_label,recommendation_type,recommendation_description,recommendation_priority,contingency_ratio,duration_months,num_machinery,num_materials,compliance_score,missing_docs_count
DPR_0096,Infrastructure Development Project 672,Rural Development Department,Region 5,21 months,₹360 crore,₹435 crore,₹14 crore,21-08-2024,25-09-2028,20,Manipur,Guwahati,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.038888889,21,5,5,0,2
DPR_0097,Infrastructure Development Project 398,Urban Development Department,Region 9,24 months,₹191 crore,₹203 crore,₹11 crore,16-11-2025,23-09-2029,100,Manipur,Itanagar,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.057591623,24,4,4,0,0
DPR_0098,Infrastructure Development Project 587,Urban Development Department,Region 9,17 months,₹479 crore,₹228 crore,₹19 crore,12-05-2025,23-05-2028,23,Manipur,Shillong,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.039665971,17,5,5,0,0
DPR_0099,Infrastructure Development Project 160,Public Works Department,Region 7,30 months,₹186 crore,₹286 crore,₹11 crore,15-08-2024,22-02-2028,47,Manipur,Shillong,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.059139785,30,3,5,1,0
DPR_0100,Infrastructure Development Project 184,Public Works Department,Region 3,21 months,₹151 crore,₹161 crore,₹15 crore,20-11-2025,06-02-2027,41,Arunachal Pradesh,Shillong,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.099337748,21,5,3,1,0
DPR_0101,Infrastructure Development Project 768,Public Works Department,Region 8,19 months,₹57 crore,₹297 crore,₹15 crore,03-01-2024,01-07-2027,38,Nagaland,Imphal,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.263157895,19,2,3,1,0
DPR_0102,Infrastructure Development Project 479,Urban Development Department,Region 4,31 months,₹331 crore,₹294 crore,₹18 crore,25-12-2026,20-04-2029,99,Sikkim,Imphal,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.054380665,31,5,3,1,0
DPR_0103,Infrastructure Development Project 970,Rural Development Department,Region 6,23 months,₹101 crore,₹336 crore,₹8 crore,16-08-2024,14-04-2027,199,Meghalaya,Itanagar,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.079207921,23,4,5,0,0
DPR_0104,Infrastructure Development Project 611,Urban Development Department,Region 2,16 months,₹115 crore,₹54 crore,₹7 crore,04-08-2024,03-06-2029,83,Nagaland,Dispur,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.060869565,16,5,3,0,0
DPR_0105,Infrastructure Development Project 661,Urban Development Department,Region 10,12 months,₹421 crore,₹332 crore,₹15 crore,08-12-2026,02-07-2029,176,Meghalaya,Agartala,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.035629454,12,5,5,1,0
DPR_0106,Infrastructure Development Project 935,Public Works Department,Region 2,8 months,₹307 crore,₹160 crore,₹14 crore,11-01-2025,23-11-2028,134,Mizoram,Itanagar,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.045602606,8,5,3,0,0
DPR_0107,Infrastructure Development Project 697,Rural Development Department,Region 9,21 months,₹352 crore,₹270 crore,₹17 crore,21-06-2024,02-09-2028,179,Meghalaya,Imphal,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.048295455,21,4,4,0,1
DPR_0108,Infrastructure Development Project 597,Public Works Department,Region 7,32 months,₹332 crore,₹381 crore,₹17 crore,20-08-2026,05-02-2028,165,Arunachal Pradesh,Dispur,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.051204819,32,4,3,1,0
DPR_0109,Infrastructure Development Project 749,Rural Development Department,Region 8,27 months,₹376 crore,₹54 crore,₹4 crore,21-01-2026,13-07-2027,167,Assam,Imphal,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.010638298,27,4,2,0,0
DPR_0110,Infrastructure Development Project 304,Road Construction Department,Region 3,14 months,₹53 crore,₹201 crore,₹16 crore,01-06-2025,21-11-2027,64,Nagaland,Imphal,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.301886792,14,3,4,0,0
DPR_0111,Infrastructure Development Project 125,Rural Development Department,Region 2,35 months,₹294 crore,₹333 crore,₹4 crore,08-09-2025,04-06-2027,162,Manipur,Agartala,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.013605442,35,3,5,0,0
DPR_0112,Infrastructure Development Project 140,Water Resources Department,Region 8,21 months,₹268 crore,₹343 crore,₹4 crore,26-10-2025,26-10-2029,77,Sikkim,Dispur,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.014925373,21,5,5,0,1
DPR_0113,Infrastructure Development Project 621,Road Construction Department,Region 4,35 months,₹99 crore,₹145 crore,₹3 crore,01-09-2026,14-09-2027,75,Assam,Aizawl,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.03030303,35,3,3,1,1
DPR_0114,Infrastructure Development Project 937,Road Construction Department,Region 2,18 months,₹461 crore,₹148 crore,₹15 crore,02-06-2025,21-05-2029,185,Meghalaya,Aizawl,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.032537961,18,3,2,1,2
DPR_0115,Infrastructure Development Project 798,Urban Development Department,Region 1,23 months,₹391 crore,₹162 crore,₹5 crore,06-01-2026,06-05-2029,180,Mizoram,Imphal,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.012787724,23,4,2,1,0
DPR_0116,Infrastructure Development Project 149,Public Works Department,Region 5,27 months,₹366 crore,₹393 crore,₹8 crore,19-11-2024,28-10-2028,120,Assam,Imphal,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.021857923,27,4,4,0,2
DPR_0117,Infrastructure Development Project 610,Rural Development Department,Region 8,20 months,₹361 crore,₹264 crore,₹12 crore,21-06-2026,02-01-2027,75,Mizoram,Imphal,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.033240997,20,4,3,1,0
DPR_0118,Infrastructure Development Project 905,Road Construction Department,Region 4,6 months,₹433 crore,₹269 crore,₹9 crore,15-04-2024,16-11-2028,198,Nagaland,Gangtok,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.020785219,6,2,3,1,0
DPR_0119,Infrastructure Development Project 928,Water Resources Department,Region 3,19 months,₹72 crore,₹305 crore,₹7 crore,21-06-2026,03-07-2029,111,Tripura,Aizawl,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.097222222,19,3,4,0,0
DPR_0120,Infrastructure Development Project 701,Rural Development Department,Region 7,19 months,₹231 crore,₹73 crore,₹10 crore,12-11-2025,28-03-2027,182,Meghalaya,Shillong,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.043290043,19,5,3,0,0
DPR_0121,Infrastructure Development Project 609,Public Works Department,Region 2,31 months,₹405 crore,₹318 crore,₹10 crore,18-03-2026,09-01-2029,198,Sikkim,Gangtok,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.024691358,31,3,2,0,0
DPR_0122,Infrastructure Development Project 752,Public Works Department,Region 6,13 months,₹124 crore,₹365 crore,₹17 crore,24-04-2024,10-10-2029,28,Manipur,Kohima,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.137096774,13,5,5,1,0
DPR_0123,Infrastructure Development Project 302,Water Resources Department,Region 10,28 months,₹318 crore,₹255 crore,₹3 crore,01-05-2026,17-06-2028,24,Tripura,Dispur,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.009433962,28,2,4,0,0
DPR_0124,Infrastructure Development Project 966,Road Construction Department,Region 3,29 months,₹302 crore,₹247 crore,₹9 crore,22-06-2026,09-04-2027,77,Arunachal Pradesh,Itanagar,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.029801325,29,2,5,1,0
DPR_0125,Infrastructure Development Project 302,Road Construction Department,Region 6,13 months,₹122 crore,₹85 crore,₹2 crore,08-06-2024,02-03-2028,85,Tripura,Gangtok,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.016393443,13,3,5,0,1
DPR_0126,Infrastructure Development Project 631,Public Works Department,Region 2,19 months,₹316 crore,₹362 crore,₹20 crore,24-01-2026,28-09-2028,149,Meghalaya,Imphal,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.063291139,19,5,5,1,2
DPR_0127,Infrastructure Development Project 844,Urban Development Department,Region 4,22 months,₹290 crore,₹410 crore,₹11 crore,27-12-2024,12-02-2028,139,Manipur,Shillong,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.037931034,22,3,5,1,1
DPR_0128,Infrastructure Development Project 123,Urban Development Department,Region 6,9 months,₹83 crore,₹219 crore,₹4 crore,13-05-2024,24-10-2028,138,Nagaland,Shillong,Flood,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.048192771,9,2,5,0,0
DPR_0129,Infrastructure Development Project 129,Water Resources Department,Region 6,35 months,₹102 crore,₹212 crore,₹9 crore,17-06-2026,06-09-2029,176,Tripura,Aizawl,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.088235294,35,4,3,0,0
DPR_0130,Infrastructure Development Project 597,Public Works Department,Region 8,20 months,₹281 crore,₹171 crore,₹13 crore,24-02-2026,18-05-2028,49,Tripura,Gangtok,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.046263345,20,5,3,1,0
DPR_0131,Infrastructure Development Project 230,Road Construction Department,Region 3,36 months,₹282 crore,₹251 crore,₹12 crore,20-12-2025,05-06-2028,190,Meghalaya,Imphal,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.042553191,36,5,2,0,0
DPR_0132,Infrastructure Development Project 824,Urban Development Department,Region 7,32 months,₹153 crore,₹382 crore,₹11 crore,26-03-2024,28-07-2029,195,Tripura,Dispur,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.071895425,32,5,3,1,0
DPR_0133,Infrastructure Development Project 622,Public Works Department,Region 2,7 months,₹115 crore,₹157 crore,₹13 crore,02-10-2024,20-05-2029,141,Nagaland,Imphal,Flood,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.113043478,7,5,4,0,0
DPR_0134,Infrastructure Development Project 580,Urban Development Department,Region 2,7 months,₹240 crore,₹55 crore,₹16 crore,02-09-2024,10-11-2029,150,Arunachal Pradesh,Shillong,None,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.066666667,7,4,5,1,0
DPR_0135,Infrastructure Development Project 672,Water Resources Department,Region 10,19 months,₹204 crore,₹48 crore,₹6 crore,06-04-2024,25-12-2027,176,Mizoram,Itanagar,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.029411765,19,2,4,1,0
DPR_0136,Infrastructure Development Project 811,Urban Development Department,Region 8,16 months,₹474 crore,₹287 crore,₹14 crore,12-10-2024,21-10-2029,61,Assam,Dispur,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.029535865,16,2,3,1,0
DPR_0137,Infrastructure Development Project 347,Water Resources Department,Region 8,33 months,₹58 crore,₹412 crore,₹14 crore,14-08-2026,09-11-2028,165,Arunachal Pradesh,Kohima,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.24137931,33,3,4,1,0
DPR_0138,Infrastructure Development Project 602,Urban Development Department,Region 8,19 months,₹224 crore,₹176 crore,₹7 crore,19-03-2024,12-11-2027,105,Assam,Aizawl,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.03125,19,3,2,0,0
DPR_0139,Infrastructure Development Project 320,Road Construction Department,Region 4,25 months,₹254 crore,₹429 crore,₹20 crore,09-12-2024,13-11-2029,172,Mizoram,Aizawl,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.078740157,25,5,3,1,0
DPR_0140,Infrastructure Development Project 499,Water Resources Department,Region 5,31 months,₹258 crore,₹293 crore,₹5 crore,24-01-2025,08-11-2028,74,Manipur,Guwahati,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.019379845,31,2,3,0,0
DPR_0141,Infrastructure Development Project 233,Urban Development Department,Region 8,34 months,₹210 crore,₹106 crore,₹20 crore,18-01-2025,18-03-2028,84,Tripura,Agartala,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.095238095,34,2,2,0,0
DPR_0142,Infrastructure Development Project 319,Rural Development Department,Region 7,14 months,₹278 crore,₹129 crore,₹8 crore,09-06-2026,05-03-2027,82,Sikkim,Dispur,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.028776978,14,5,5,0,0
DPR_0143,Infrastructure Development Project 674,Urban Development Department,Region 1,22 months,₹68 crore,₹133 crore,₹15 crore,11-05-2026,06-05-2028,62,Arunachal Pradesh,Shillong,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.220588235,22,2,3,0,0
DPR_0144,Infrastructure Development Project 411,Water Resources Department,Region 9,14 months,₹334 crore,₹205 crore,₹20 crore,17-03-2026,15-09-2029,37,Manipur,Agartala,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.05988024,14,5,3,1,1
DPR_0145,Infrastructure Development Project 680,Rural Development Department,Region 10,14 months,₹364 crore,₹257 crore,₹7 crore,23-10-2024,19-07-2029,123,Tripura,Imphal,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.019230769,14,2,4,1,0
DPR_0146,Infrastructure Development Project 557,Rural Development Department,Region 9,32 months,₹216 crore,₹47 crore,₹10 crore,03-01-2025,20-06-2027,146,Nagaland,Agartala,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.046296296,32,4,3,0,0
DPR_0147,Infrastructure Development Project 396,Rural Development Department,Region 3,28 months,₹82 crore,₹376 crore,₹10 crore,27-04-2025,25-04-2029,48,Mizoram,Shillong,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.12195122,28,5,5,0,0
DPR_0148,Infrastructure Development Project 483,Road Construction Department,Region 8,18 months,₹366 crore,₹245 crore,₹10 crore,03-09-2026,04-04-2029,186,Meghalaya,Itanagar,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.027322404,18,3,2,0,0
DPR_0149,Infrastructure Development Project 266,Rural Development Department,Region 6,17 months,₹244 crore,₹139 crore,₹9 crore,24-03-2025,20-05-2029,90,Meghalaya,Kohima,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.036885246,17,2,3,0,0
DPR_0150,Infrastructure Development Project 805,Urban Development Department,Region 7,21 months,₹384 crore,₹40 crore,₹20 crore,02-01-2025,06-06-2028,89,Arunachal Pradesh,Aizawl,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.052083333,21,4,5,1,0
DPR_0151,Infrastructure Development Project 347,Rural Development Department,Region 9,16 months,₹319 crore,₹75 crore,₹9 crore,01-04-2025,22-01-2027,177,Mizoram,Kohima,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.028213166,16,5,2,0,0
DPR_0152,Infrastructure Development Project 212,Road Construction Department,Region 8,36 months,₹393 crore,₹59 crore,₹11 crore,26-06-2026,20-07-2028,99,Arunachal Pradesh,Dispur,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.027989822,36,5,5,0,0
DPR_0153,Infrastructure Development Project 213,Urban Development Department,Region 5,10 months,₹261 crore,₹341 crore,₹2 crore,08-05-2024,03-02-2029,15,Manipur,Imphal,None,FALSE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.007662835,10,3,4,0,0
